QUEST_LV_0500_20190509_000001	누군가는 해야 할 일이면 다른 사람이 했으면 좋겠어요.{nl}왜 저한태 이런 걸 시키는 걸까요.	케도라 상단원 이네타
QUEST_LV_0500_20220210_001683	방어 계획도 획득	
QUEST_LV_0500_20220210_001684	파야우타와 다음 계획을 이야기하기	
QUEST_LV_0500_20220210_001685	두 방어 계획도는 이미 지나온 곳이라 큰 소용이 있지는 않습니다{nl}다음 계획을 위해 파야우타와 대화하세요	
QUEST_LV_0500_20220210_001686	목표 지점에서 몬스터들의 족적을 조사하기	
QUEST_LV_0500_20220210_001687	파야우타는 적어도 적들이 방어 계획도를 가지고 있다는 사실을 확인했다며 의기를 다졌습니다{nl}적의 거점을 찾기 위해 델무어 외성 곳곳으로 이어져 있는 타지카 갈림길에서 족적을 조사하세요	
QUEST_LV_0500_20220210_001688	족적의 조사 결과를 파야우타와 이야기하기	
QUEST_LV_0500_20220210_001689	유난히 많은 족적이 오렘 집회장으로 이어져 있습니다{nl}파야우타와 족적에 대해 논의하세요	
QUEST_LV_0500_20220210_001690	파야우타와 다음 계획을 논의하기	
QUEST_LV_0500_20220210_001691	다음 계획에 대해 파야우타와 상의하세요	
QUEST_LV_0500_20220210_001692	족적을 따라 적의 거점을 습격하기	
QUEST_LV_0500_20220210_001693	파야우타는 오렘 집회장으로 가면 적들의 거점이 있을 거라고 합니다{nl}오렘 집회장으로 이동해 적들을 처치하고 거점을 파괴하세요	
QUEST_LV_0500_20220210_001694	거점을 파괴했지만, 방어 계획도는 찾지 못했습니다{nl}파야우타와 이야기하세요	
QUEST_LV_0500_20220210_001695	파야우타는 오렘 집회장의 윗길을 유심히 살피고 있습니다{nl}파야우타의 생각을 들어보세요	
QUEST_LV_0500_20220210_001696	렘파라사 연못과 이어지는 보급로의 안전을 확보하기	
QUEST_LV_0500_20220210_001697	오렘 집회장의 윗길이 바로 오르샤의 영주가 말한 렘파라사 연못과 연결되었으나 전쟁의 여파로 차단된 통로입니다{nl}아군의 보급로를 확보하기 위해 통로를 확보하세요	
QUEST_LV_0500_20220210_001698	차단된 통로를 막아서기 위해 몰려오는 적들을 저지했습니다{nl}파야우타와 대화하세요	
QUEST_LV_0500_20220210_001699	파야우타와 다음 계획에 대해 상의하세요	
QUEST_LV_0500_20220210_001700	거점에서 벗어나 이동 중인 몬스터를 추적하기	
QUEST_LV_0500_20220210_001701	파야우타의 말에 의하면 거점에서 이어지는 또 다른 족적들이 있다고 합니다{nl}생긴 지 얼마 안 된 족적이니 추적할 수 있습니다{nl}족적이 이어지는 외성 광장으로 이동해 적들을 처치하고 방어 계획서를 찾으세요	
QUEST_LV_0500_20220210_001702	델무어 외성의 방어 계획서를 찾았습니다{nl}파야우타에게 보여주세요	
QUEST_LV_0500_20220210_001703	방어 계획서 획득	
QUEST_LV_0500_20220210_001704	다음 계획에 대해 델무어 외성의 방어 계획도를 토대로 파야우타와 상의하세요	
QUEST_LV_0500_20220210_001705	적의 주요 거점을 파괴하기	
QUEST_LV_0500_20220210_001706	델무어 외성의 방어 계획도에 따르면 성채 마루 지역에 규모가 큰 거점이 있습니다{nl}그곳이라면 나머지 방어 계획도와 작전 문서를 찾을 수 있을 겁니다{nl}성채 마루에 있는 적들을 처치하고 거점을 파괴하세요	
QUEST_LV_0500_20220210_001707	거점을 모조리 파괴했습니다{nl}파야우타와 대화하세요	
QUEST_LV_0500_20220210_001708	다음 계획을 위해 파야우타와 대화하세요	
QUEST_LV_0500_20220210_001709	상부 거점을 공격하기	
QUEST_LV_0500_20220210_001710	성채 마루와 이어져 있는 상부 거점을 공격하세요	
QUEST_LV_0500_20220210_001711	시간내에 %s 파괴하기	
QUEST_LV_0500_20220210_001712	델무어 내성에서 파야우타를 찾기	
QUEST_LV_0500_20220210_001713	모든 델무어 내성과 정원의 방어 계획도와 작전문서를 확보했습니다{nl}델무어 내성으로 이동해 파야우타를 찾으세요	
QUEST_LV_0500_20220210_001714	파야우타와 함께 살아남기	
QUEST_LV_0500_20220210_001715	파야우타로 부터 방출된 의문의 힘이 근처의 적들과 왕국군까지 집어삼켰습니다{nl}어떻게 된 영문인지는 모르겠지만, 소란에 반응해 몰려오는 적들로부터 살아남으세요	
QUEST_LV_0500_20220210_001716	다행히 공격이 잠잠해진 듯합니다{nl}파야우타의 상태를 확인하세요	
QUEST_LV_0500_20220210_001717	파야우타 본인도 적지 않게 당황해 보입니다{nl}파야우타와 대화하세요	
QUEST_LV_0500_20220210_001718	왕국군의 거점을 찾아가기	
QUEST_LV_0500_20220210_001719	라민 대장군이 이끄는 왕국군 본대가 근처에 거점을 지었다고 합니다{nl}왕국군 거점을 찾아가세요	
QUEST_LV_0500_20220210_001720	대장군 라민을 찾기	
QUEST_LV_0500_20220210_001721	왕국군 거점에서 라민 대장군을 찾으세요	
QUEST_LV_0500_20220210_001722	대장군 라민과 대화하기	
QUEST_LV_0500_20220210_001723	라민 대장군을 찾았습니다{nl}대장군과 이야기를 나누세요	
QUEST_LV_0500_20220210_001724	낙오된 정찰병을 찾아 거점까지 호위하기	
QUEST_LV_0500_20220210_001725	파야우타는 거점에 남아 문서들의 판독을 돕기로 했습니다{nl}그사이 라민은 당신에게 낙오된 정찰병을 찾을 것을 지시했습니다{nl}차단된 보급로를 수색하고 낙오된 정찰병을 찾아 거점까지 호위하세요	
QUEST_LV_0500_20220210_001726	낙오되었던 정찰병을 무사히 거점까지 호위했습니다{nl}라민 대장군에게 보고하세요	
QUEST_LV_0500_20220210_001727	라민 대장군과 함께 구출된 정찰병의 보고를 들으세요	
QUEST_LV_0500_20220210_001728	거점 앞의 적들을 처치하기	
QUEST_LV_0500_20220210_001729	적의 우두머리로 추정되는 마족을 찾기 위해 당신과 파야우타, 대장군은 별동대를 꾸려 움직일 겁니다{nl}라민 대장군과 파야우타가 별동대를 꾸리는 동안 거점을 포위하고 있는 전방의 적들을 처치하세요	
QUEST_LV_0500_20220210_001730	대장군 라민에게 보고하기	
QUEST_LV_0500_20220210_001731	거점을 포위하고 있던 적들을 적당히 정리했습니다{nl}라민 대장군에게 보고하세요	
QUEST_LV_0500_20220210_001732	곧 별동대가 준비를 마칠 겁니다{nl}라민 대장군과 대화하세요	
QUEST_LV_0500_20220210_001733	중심지로 향하기	
QUEST_LV_0500_20220210_001734	별동대가 출발하기 위해 중심지로 향하세요{nl}별동대는 각자 맡은 길로 흩어질 겁니다{nl}당신도 한 경로를 맡아 적들을 처치하고 나아가세요	
QUEST_LV_0500_20220210_001735	적을 처치하고 나아가기	
QUEST_LV_0500_20220210_001736	다음 지점으로 가는 길의 검은 형상을 확인하기	
QUEST_LV_0500_20220210_001737	중심지와 침식 지역 사이를 잇는 길에 정체를 알 수 없는 검은 형상이 있습니다{nl}검은 형상을 조사하세요	
QUEST_LV_0500_20220210_001738	침식 지역에 주시자의 검은 수정이 있습니다{nl}주시자의 검은 수정이 페릿들을 침식하고 있습니다{nl}이대로 둔다면 왕국군에게도 큰 피해를 가져올 겁니다{nl}주시자의 검은 수정을 파괴할 방법을 찾아보세요{nl}어쩌면 주시자의 검은 수정을 과부하 시킬 힘을 찾아볼 수 있을 겁니다	
QUEST_LV_0500_20220210_001739	까마귀 둥지로 이동하기	
QUEST_LV_0500_20220210_001740	주시자의 검은 수정을 성공적으로 파괴했습니다{nl}까마귀 둥지 지역으로 이동하세요	
QUEST_LV_0500_20220210_001741	그레스미 트루스를 처치하기	
QUEST_LV_0500_20220210_001742	까마귀 둥지에 도착하자, 정찰병이 보았을 법한 적의 우두머리가 나타났습니다{nl}그레스미 트루스를 처치하세요	
QUEST_LV_0500_20220210_001743	라민 대장군과 이야기하기	
QUEST_LV_0500_20220210_001744	때마침 도착한 라민 대장군과 파야우타와 함께 그레스미 트루스를 처치했습니다{nl}다음 지역으로 이동하기 전에 라민 대장군과 대화하세요	
QUEST_LV_0500_20220210_001745	델무어 정원에서 라민 대장군과 합류하기	
QUEST_LV_0500_20220210_001746	델무어 정원으로 가서 라민 대장군과 합류하세요	
QUEST_LV_0500_20220210_001747	변질되어 버린 병사들이 버려둔 보급품을 모으세요	
QUEST_LV_0500_20220210_001748	라민 대장군은 전투에 앞서 많은 피로감이 누적된 병사들을 독려해야한다고 합니다{nl}델무어 정원을 활보하는 변질된 병사들이 생전에 사용하던 무기들을 버려두었으니, 재정비를 도우라는 명령 하달했습니다{nl}재정비를 위해 버려진 보급품을 확인하고, 라민 대장군의 연설을 위해 깃발을 설치하세요	
QUEST_LV_0500_20220210_001749	라민 대장군에게 준비가 끝났음을 보고하기	
QUEST_LV_0500_20220210_001750	보급품을 확보 했고 깃발을 설치했습니다{nl}라민 대장군에게 준비가 끝났음을 보고하세요	
QUEST_LV_0500_20220210_001751	방치된 보급품에서 무기 회수	
QUEST_LV_0500_20220210_001752	방치된 보급품에서 긴급 구급 키트 회수	
QUEST_LV_0500_20220210_001753	부러진 오르샤 깃발 회수	
QUEST_LV_0500_20220210_001754	라민 대장군과 대화하기	
QUEST_LV_0500_20220210_001755	라민 대장군의 연설이 곧 시작됩니다{nl}라민 대장군과 이야기하세요	
QUEST_LV_0500_20220210_001756	목표 지점으로 이동하기	
QUEST_LV_0500_20220210_001757	라민 대장군의 연설이 곧 시작됩니다{nl}목표 지점으로 이동하세요	
QUEST_LV_0500_20220210_001758	좌측 전선을 공격하기	
QUEST_LV_0500_20220210_001759	전투가 시작되었습니다!{nl}좌측 전선을 공격하세요	
QUEST_LV_0500_20220210_001760	좌측 전선으로 계속 나아가기	
QUEST_LV_0500_20220210_001761	중앙으로 이동해 라민 대장군을 증원하기	
QUEST_LV_0500_20220210_001762	좌측 전선이 막혔습니다{nl}중앙 전선으로 이동해 라민 대장군을 지원하세요	
QUEST_LV_0500_20220210_001763	우측 전선으로 합류해 파야우타를 돕기	
QUEST_LV_0500_20220210_001764	라민 대장군의 명령에 따라 우측 전선에서 파야우타를 도우세요	
QUEST_LV_0500_20220210_001765	우측 전선을 따라 나아가기	
QUEST_LV_0500_20220210_001766	파야우타와 합류했습니다{nl}함께 우측 전선을 돌파하세요	
QUEST_LV_0500_20220210_001767	앞마당 지역을 총공격하기	
QUEST_LV_0500_20220210_001768	마침내 마지막 공격 지점만이 남았습니다{nl}왕국군의 총공격과 함께 앞마당을 공격하세요	
QUEST_LV_0500_20220210_001769	모든 전투에서 승리했습니다{nl}라민 대장군이 당신과 대화하기를 기다리고 있습니다{nl}라민대장군과 대화하세요	
QUEST_LV_0500_20220210_001770	전쟁의 승기가 아군 쪽으로 기울어 보입니다{nl}라민 대장군과 다음 계획에 대해서 이야기하세요	
QUEST_LV_0500_20220210_001771	방금의 전투는 이겼으나, 전쟁은 아직 끝나지 않았습니다{nl}라민 대장군과 대화하세요	
QUEST_LV_0500_20220210_001772	라민 대장군과 합류하기	
QUEST_LV_0500_20220210_001773	라민 대장군과 왕국군이 재정비를 끝마쳐갑니다.{nl}델무어 내부로 들어가기 위한 마지막 전투를 위해 라민 대장군과 합류하세요.	
QUEST_LV_0500_20220210_001774	[가디스 : 델무어 격전지] 완수하기	
QUEST_LV_0500_20220210_001775	가디스 레이드 델무어 격전지를 완수하세요	
QUEST_LV_0500_20220210_001776	라민 대장군과 대화하세요	
QUEST_LV_0500_20220427_001777	비록 이사우고티 숲의 {#003399}머티니스{/}는 모두 제거했지만, 주시자가 모은 {#003399}머티니스{/}가 남아 있을 겁니다.{nl}그리고 바우바스와 바이가 역시 여전히 {#003399}머티니스{/}를 노리고 있는 상황입니다.	QUEST_LV_0500_20210125_000280	비록 이사우고티 숲의 머티니스는 모두 제거했지만, 주시자가 모은 머티니스가 남아 있을 겁니다.{nl}그리고 바우바스와 바이가 역시 여전히 머티니스를 노리고 있는 상황입니다.	여신 라다
QUEST_LV_0500_20220427_001778	오르샤 일대의 {#003399}머티니스{/}가 완전히 소멸한 건 아니니,{nl}마족들은 반드시 돌아올 겁니다.	QUEST_LV_0500_20210125_000281	오르샤 일대의 머티니스가 완전히 소멸한 건 아니니,{nl}마족들은 반드시 돌아올 겁니다.	여신 라다
QUEST_LV_0500_20220427_001779	이사우고티 숲에서는 숲의 어느 부분보다 강렬한 {#003399}머티니스{/}의 기운이 느껴집니다.	QUEST_LV_0500_20210125_000285	이사우고티 숲에서는 숲의 어느 부분보다 강렬한 머티니스의 기운이 느껴집니다.	여신 라다
QUEST_LV_0500_20220427_001780	분명히 그곳에 주시자의 마족들이 채굴한 {#003399}머티니스{/}가 있을 겁니다.{nl}분명히 많은 마족들이 그 곳을 장악하고 있겠죠.	QUEST_LV_0500_20210125_000286	분명히 그곳에 주시자의 마족들이 채굴한 머티니스가 있을 겁니다.{nl}분명히 많은 마족들이 그 곳을 장악하고 있겠죠.	여신 라다
QUEST_LV_0500_20220427_001781	주시자는 항상 계획적으로 움직였습니다.{nl}분명 {#003399}머티니스{/}의 보관에도 대비책을 마련해놨겠죠.	QUEST_LV_0500_20210125_000287	주시자는 항상 계획적으로 움직였습니다.{nl}분명 머티니스의 보관에도 대비책을 마련해놨겠죠.	여신 라다
QUEST_LV_0500_20220427_001782	주시자의 마족들은 이미 많은 {#003399}머티니스{/}를 저장해두었을 겁니다.{nl}당신의 힘만으로는 한 번에 제거하기는 버거운 일..	QUEST_LV_0500_20210125_000289	주시자의 마족들은 이미 많은 머티니스를 저장해두었을 겁니다.{nl}당신의 힘만으로는 한 번에 제거하기는 버거운 일..	여신 라다
QUEST_LV_0500_20220427_001783	제 힘으로 {#003399}머티니스{/}를 제거하는 건 {#003399}머티니스{/}에 내재된 제 힘과의 충돌이 우려됩니다.{nl}게다가 마족들이 저의 기운을 금방 알아차릴 겁니다.	QUEST_LV_0500_20210125_000290	제 힘으로 머티니스를 제거하는 건 머티니스에 내재된 제 힘과의 충돌이 우려됩니다.{nl}게다가 마족들이 저의 기운을 금방 알아차릴 겁니다.	여신 라다
QUEST_LV_0500_20220427_001784	{#003399}머티니스{/}를 최대한 빨리, 최대한 많이 제거하기 위해서는 충분한 위력을 지닌 인간의 폭탄이 적당하겠군요.	QUEST_LV_0500_20210125_000291	머티니스를 최대한 빨리, 최대한 많이 제거하기 위해서는 충분한 위력을 지닌 인간의 폭탄이 적당하겠군요.	여신 라다
QUEST_LV_0500_20220427_001785	그렇군요.{nl}이제 {#003399}머티니스{/}를 파괴할 수단을 찾았으니, 접근을 하는 일만 남았습니다.	QUEST_LV_0500_20210125_000303	그렇군요.{nl}이제 머티니스를 파괴할 수단을 찾았으니, 접근을 하는 일만 남았습니다.	여신 라다
QUEST_LV_0500_20220427_001786	그러면 라가나와 바이가의 세력이 대립할테고, 주시자의 세력도 지켜보고만 있지는 않을 겁니다.{nl}전장이 혼란한 틈을 타 {#003399}머티니스{/} 저장소로 접근하시면 됩니다.{nl}이사우고티 숲까지는 같이 이동하겠지만, 제가 섣불리 움직이면 마족들의 눈을 돌린 게 소용없어질 겁니다.	QUEST_LV_0500_20210125_000306	그러면 라가나와 바이가의 세력이 대립할테고, 주시자의 세력도 지켜보고만 있지는 않을 겁니다.{nl}전장이 혼란한 틈을 타 머티니스 저장소로 접근하시면 됩니다.{nl}이사우고티 숲까지는 같이 이동하겠지만, 제가 섣불리 움직이면 마족들의 눈을 돌린 게 소용없어질 겁니다.	여신 라다
QUEST_LV_0500_20220427_001787	저는 오르샤 근처에 또 다른 {#003399}머티니스{/} 저장소가 있는지 찾아보겠습니다.	QUEST_LV_0500_20210125_000308	저는 오르샤 근처에 또 다른 머티니스 저장소가 있는지 찾아보겠습니다.	여신 라다
